id,googleName,primaryDisplayName,googlePlaceId,nationalPhoneNumber,internationalPhoneNumber,latitude,longitude,websiteUri,googleMapsUri,businessStatus,primaryType,goodForChildren,allowDogs,acceptCreditCards,acceptDebitCards,acceptCashOnly,freeParkingLot,paidParkingLot,freeStreetParking,wheelchairAccessibleParking,wheelchairAccessibleSeating,geminiGenerativeSummary,editorialSummary,regionCode,languageCode,postalCode,administrativeArea,locality,addressLines,state,formattedAddress,shortFormattedAddress,statePark,stateForest,stateWayside,nationalForest,countyPark,naturalWildlifeArea,cityPark,regularWeekdayDescriptions,currentWeekdayDescriptions
1826,places/ChIJxWnPKABz-YcRKF_5k_6uE2Y,Belmont Whitten Park,ChIJxWnPKABz-YcRKF_5k_6uE2Y,"","",44.05972,-91.68293,https://www.cityofwinona.com/Facilities/Facility/Details/Belmont-Whitten-Park-35,https://maps.google.com/?cid=7355415024853671720&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,city_park,true,false,false,false,false,false,false,false,false,false,"","",US,en,55987,MN,Winona,[8 North St],MN,"8 North St, Winona, MN 55987","8 North St, Winona",false,false,false,false,false,false,true,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
1827,places/ChIJu_R_dM2q_ocRrBLCSs3qDpM,Grandad Bluff Park,ChIJu_R_dM2q_ocRrBLCSs3qDpM,(608) 789-7533,+1 608-789-7533,43.81244,-91.210976,https://explorelacrosse.com/project/grandad-bluff-la-crosse/,https://maps.google.com/?cid=10596665140692783788&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,true,true,true,true,"Laid-back park featuring picnic areas, trails, a paved walkway and an overlook of the city and the Mississippi River.",Large bluff offering hiking trails & a scenic overlook of the town of La Crosse.,US,en,54601,WI,La Crosse,[3020 Grandad Bluff Rd],WI,"3020 Grandad Bluff Rd, La Crosse, WI 54601","3020 Grandad Bluff Rd, La Crosse",false,false,false,false,false,false,true,"['Monday: 6:00 AM – 10:30 PM', 'Tuesday: 6:00 AM – 10:30 PM', 'Wednesday: 6:00 AM – 10:30 PM', 'Thursday: 6:00 AM – 10:30 PM', 'Friday: 6:00 AM – 10:30 PM', 'Saturday: 6:00 AM – 10:30 PM', 'Sunday: 6:00 AM – 10:30 PM']","['Monday: 6:00 AM – 10:30 PM', 'Tuesday: 6:00 AM – 10:30 PM', 'Wednesday: 6:00 AM – 10:30 PM', 'Thursday: 6:00 AM – 10:30 PM', 'Friday: 6:00 AM – 10:30 PM', 'Saturday: 6:00 AM – 10:30 PM', 'Sunday: 6:00 AM – 10:30 PM']"
1828,places/ChIJ_1SnCt6r_ocR0z09bxPZxf0,Hixon Forest,ChIJ_1SnCt6r_ocR0z09bxPZxf0,(608) 789-7533,+1 608-789-7533,43.82189,-91.20249,https://www.cityoflacrosse.org/your-government/departments/parks-recreation-forestry/outdoor-recreation/trails,https://maps.google.com/?cid=18286260539501657555&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"City park with trails for biking, hiking, and cross-country skiing.","",US,en,54601,WI,La Crosse,[],WI,"La Crosse, WI 54601",La Crosse,false,false,false,false,false,false,true,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
1829,places/ChIJG6hsSc6q_ocR0-zecYdhyG4,Gateway Trails,ChIJG6hsSc6q_ocR0-zecYdhyG4,"","",43.811806,-91.2053,https://www.oratrails.org/gateway/,https://maps.google.com/?cid=7982737573873118419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,false,true,false,"","",US,en,54601,WI,La Crosse,[3020 Grandad Bluff Rd],WI,"3020 Grandad Bluff Rd, La Crosse, WI 54601","3020 Grandad Bluff Rd, La Crosse",false,false,false,false,false,false,true,[],[]
1830,places/ChIJh2ClOOCq_ocRLY7JRcXu95U,Upper Hixon Forest,ChIJh2ClOOCq_ocRLY7JRcXu95U,(608) 789-7533,+1 608-789-7533,43.8229,-91.19072,https://www.cityoflacrosse.org/,https://maps.google.com/?cid=10806368361945599533&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,true,false,false,true,false,"Scenic network of rugged and novice hiking trails, plus a BMX park.","Natural area known for its hiking & mountain-biking trails, along with scenic lookouts.",US,en,54601,WI,La Crosse,[709 County Rd FA],WI,"709 County Rd FA, La Crosse, WI 54601","709 County Rd FA, La Crosse",false,false,false,false,false,false,true,"['Monday: 6:30 AM – 10:30 PM', 'Tuesday: 6:30 AM – 10:30 PM', 'Wednesday: 6:30 AM – 10:30 PM', 'Thursday: 6:30 AM – 10:30 PM', 'Friday: 6:30 AM – 10:30 PM', 'Saturday: 6:30 AM – 10:30 PM', 'Sunday: 6:30 AM – 10:30 PM']","['Monday: 6:30 AM – 10:30 PM', 'Tuesday: 6:30 AM – 10:30 PM', 'Wednesday: 6:30 AM – 10:30 PM', 'Thursday: 6:30 AM – 10:30 PM', 'Friday: 6:30 AM – 10:30 PM', 'Saturday: 6:30 AM – 10:30 PM', 'Sunday: 6:30 AM – 10:30 PM']"
1831,places/ChIJhaWA86tV-YcRU8WPW2fF_KM,Riverside International Friendship Gardens,ChIJhaWA86tV-YcRU8WPW2fF_KM,(608) 789-7533,+1 608-789-7533,43.818356,-91.255104,http://www.riversidegardens.org/,https://maps.google.com/?cid=11816536570021791059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,garden,true,true,false,false,false,false,false,true,true,false,"International themed gardens with sculptures and a river view, featuring winding pathways amid flowers and plants.","Landscaped gardens with gazebos & other features, dedicated to the town's sister cities abroad.",US,en,54601-4490,WI,La Crosse,"[345-, 405 E Veterans Memorial Dr]",WI,"345-, 405 E Veterans Memorial Dr, La Crosse, WI 54601","345-, 405 E Veterans Memorial Dr, La Crosse",false,false,false,false,false,false,true,"['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']","['Monday: 6:00 AM – 11:00 PM', 'Tuesday: 6:00 AM – 11:00 PM', 'Wednesday: 6:00 AM – 11:00 PM', 'Thursday: 6:00 AM – 11:00 PM', 'Friday: 6:00 AM – 11:00 PM', 'Saturday: 6:00 AM – 11:00 PM', 'Sunday: 6:00 AM – 11:00 PM']"
1832,places/ChIJo8XYhPVU-YcRCxJHCSbJqps,Copeland Park,ChIJo8XYhPVU-YcRCxJHCSbJqps,(608) 789-7533,+1 608-789-7533,43.84049,-91.24989,https://www.cityoflacrosse.org/Home/Components/FacilityDirectory/FacilityDirectory/55/34,https://maps.google.com/?cid=11216998987121234443&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,true,false,false,false,false,false,true,true,false,"Park featuring an ice rink, fishing, concerts, a playground, and baseball.","",US,en,54603,WI,La Crosse,[1130 Copeland Park Dr],WI,"1130 Copeland Park Dr, La Crosse, WI 54603","1130 Copeland Park Dr, La Crosse",false,false,false,false,false,false,true,"['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 9:00 AM – 7:00 PM', 'Tuesday: 9:00 AM – 7:00 PM', 'Wednesday: 9:00 AM – 7:00 PM', 'Thursday: 9:00 AM – 7:00 PM', 'Friday: 9:00 AM – 2:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
1833,places/ChIJbUlxphb9-4cRDolHAbJ9VhE,Hokah Pool,ChIJbUlxphb9-4cRDolHAbJ9VhE,"","",43.75934,-91.342125,https://www.cityofhokah-mn.gov/departments/parks-and-recreation/,https://maps.google.com/?cid=1249324150121007374&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,swimming_pool,false,false,false,false,false,false,false,false,true,false,"","",US,en,55941,MN,Hokah,[Como St],MN,"Como St, Hokah, MN 55941","Como St, Hokah",false,false,false,false,false,false,true,"['Monday: 12:00 – 5:00 PM', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 12:00 – 5:00 PM', 'Tuesday: 12:00 – 5:00 PM', 'Wednesday: 12:00 – 5:00 PM', 'Thursday: 12:00 – 5:00 PM', 'Friday: 12:00 – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
1834,places/ChIJnTrje59V-YcRnfrjkC3YmgM,World's Largest Six-Pack,ChIJnTrje59V-YcRnfrjkC3YmgM,(608) 785-4200,+1 608-785-4200,43.802845,-91.253265,"",https://maps.google.com/?cid=259757618743212701&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,cultural_landmark,false,false,false,false,false,true,true,true,true,false,"",Big landmark featuring brewery tanks built in the '60s & wallpapered to resemble a six-pack of beer.,US,en,54601-4471,WI,La Crosse,[1106 3rd St S],WI,"1106 3rd St S, La Crosse, WI 54601","1106 3rd St S, La Crosse",false,false,false,false,false,false,true,"['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
1835,places/ChIJmQmSXGOj_ocR3lyzobTzV0w,La Crosse River State Trail,ChIJmQmSXGOj_ocR3lyzobTzV0w,(608) 337-4775,+1 608-337-4775,43.89382,-90.96034,https://www.lacrosseriverstatetrail.org/,https://maps.google.com/?cid=5501133426988899550&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,park,true,false,false,false,false,false,false,false,true,false,"Trail for walking and biking through the forest, past train tracks and over bridges.","Scenic 21-mi. trail for biking, jogging & walks through forest, prairies, wetlands & over bridges.",US,en,54614,WI,Bangor,[W1049 Co Rd U],WI,"W1049 Co Rd U, Bangor, WI 54614","W1049 Co Rd U, Bangor",false,false,false,false,false,false,true,"['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']","['Monday: 6:00 AM – 10:00 PM', 'Tuesday: 6:00 AM – 10:00 PM', 'Wednesday: 6:00 AM – 10:00 PM', 'Thursday: 6:00 AM – 10:00 PM', 'Friday: 6:00 AM – 10:00 PM', 'Saturday: 6:00 AM – 10:00 PM', 'Sunday: 6:00 AM – 10:00 PM']"
1836,places/ChIJD6MBzo1W-YcRHCPWwb5gF-E,La Crescent City Clerk,ChIJD6MBzo1W-YcRHCPWwb5gF-E,(507) 895-2595,+1 507-895-2595,43.828865,-91.30478,http://www.cityoflacrescent-mn.gov/,https://maps.google.com/?cid=16219538955410219804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,local_government_office,false,false,false,false,false,false,false,false,true,false,"","",US,en,55947-1158,MN,La Crescent,[315 Main St],MN,"315 Main St, La Crescent, MN 55947","315 Main St, La Crescent",false,false,false,false,false,false,true,"['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 8:00 AM – 5:00 PM', 'Tuesday: 8:00 AM – 5:00 PM', 'Wednesday: 8:00 AM – 5:00 PM', 'Thursday: 8:00 AM – 5:00 PM', 'Friday: 8:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
1837,places/ChIJo0v1S_RQ-YcRvDGfZ9kI7-o,Dresbach Town Hall,ChIJo0v1S_RQ-YcRvDGfZ9kI7-o,(507) 643-6854,+1 507-643-6854,43.895054,-91.34363,"",https://maps.google.com/?cid=16928759254148395452&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,local_government_office,false,false,false,false,false,false,false,false,true,false,"","",US,en,55947-4205,MN,La Crescent,[46851 River St],MN,"46851 River St, La Crescent, MN 55947","46851 River St, La Crescent",false,false,false,false,false,false,true,"['Monday: Closed', 'Tuesday: 7:30 – 11:30 AM', 'Wednesday: Closed', 'Thursday: 2:00 – 6:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']","['Monday: Closed', 'Tuesday: 7:30 – 11:30 AM', 'Wednesday: Closed', 'Thursday: 2:00 – 6:00 PM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']"
1838,places/ChIJUSJi9Llo_ocRWGJs0Cc040Q,Ho-Chunk Gaming Tomah,ChIJUSJi9Llo_ocRWGJs0Cc040Q,(866) 880-9822,+1 866-880-9822,44.02944,-90.43555,https://www.ho-chunkgaming.com/tomah/,https://maps.google.com/?cid=4963868559897551448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,casino,false,false,false,false,false,true,true,false,true,false,"Uncrowded casino offering slot machines and a variety of tobacco products, plus fuel.","",US,en,54660,WI,Tomah,[27867 WI-21],WI,"27867 WI-21, Tomah, WI 54660","27867 WI-21, Tomah",false,false,false,false,false,false,true,"['Monday: 9:00 AM – 12:00 AM', 'Tuesday: 9:00 AM – 12:00 AM', 'Wednesday: 9:00 AM – 12:00 AM', 'Thursday: 9:00 AM – 12:00 AM', 'Friday: 9:00 AM – 12:00 AM', 'Saturday: 9:00 AM – 12:00 AM', 'Sunday: 9:00 AM – 12:00 AM']","['Monday: 9:00 AM – 12:00 AM', 'Tuesday: 9:00 AM – 12:00 AM', 'Wednesday: 9:00 AM – 12:00 AM', 'Thursday: 9:00 AM – 12:00 AM', 'Friday: 9:00 AM – 12:00 AM', 'Saturday: 9:00 AM – 12:00 AM', 'Sunday: 9:00 AM – 12:00 AM']"
1839,places/ChIJeby4S6VIB4gRi-AlRE_nrpg,Woodside (Dells) Sports Complex,ChIJeby4S6VIB4gRi-AlRE_nrpg,(608) 316-1556,+1 608-316-1556,43.645714,-89.76184,https://www.woodsidesports.com/facilities/dells-sports-complex/,https://maps.google.com/?cid=11001985267344466059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_complex,false,false,false,false,false,false,true,false,true,false,"Sports complex featuring baseball, softball and soccer fields (some turf) in addition to concessions and parking.","",US,en,53965,WI,Wisconsin Dells,[4770 State Hwy 13],WI,"4770 State Hwy 13, Wisconsin Dells, WI 53965","4770 State Hwy 13, Wisconsin Dells",false,false,false,false,false,false,true,"['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: 8:30 AM – 5:00 PM', 'Sunday: Closed']","['Monday: 8:30 AM – 5:00 PM', 'Tuesday: 8:30 AM – 5:00 PM', 'Wednesday: 8:30 AM – 5:00 PM', 'Thursday: 8:30 AM – 5:00 PM', 'Friday: 8:30 AM – 5:00 PM', 'Saturday: 8:30 AM – 5:00 PM', 'Sunday: Closed']"
1840,places/ChIJGZl0EOqqAIgROEffl2mtj6U,Woodside (Mauston) Sports Complex,ChIJGZl0EOqqAIgROEffl2mtj6U,(608) 316-1556,+1 608-316-1556,43.808983,-89.983,http://www.woodsidesports.com/,https://maps.google.com/?cid=11929944606958896952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_complex,false,false,false,false,false,false,true,false,true,false,"Large baseball complex featuring 8 diamonds, all with artificial turf and outfield fences.","",US,en,53948,WI,Mauston,[4217 W50th Street],WI,"4217 W50th Street, Mauston, WI 53948","4217 W50th Street, Mauston",false,false,false,false,false,false,true,[],[]
1841,places/ChIJxZdE_dRDB4gR96JrtkhpfXE,Ho-Chunk Gaming Wisconsin Dells,ChIJxZdE_dRDB4gR96JrtkhpfXE,(608) 356-6210,+1 608-356-6210,43.528633,-89.77519,https://ho-chunkgaming.com/wisconsindells/,https://maps.google.com/?cid=8177808259393757943&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,casino,false,false,false,false,false,true,true,true,true,true,"Casino lodging with a business center, a restaurant, a spa, and a daycare.","Hotel & casino featuring slots, table gaming & betting, plus restaurants, a spa & entertainment.",US,en,53913-9405,WI,Baraboo,[S3214 County Hwy BD],WI,"S3214 County Hwy BD, Baraboo, WI 53913","S3214 County Hwy BD, Baraboo",false,false,false,false,false,false,true,"['Monday: Open 24 hours', 'Tuesday: 9:00 AM – 1:00 AM', 'Wednesday: 9:00 AM – 1:00 AM', 'Thursday: 9:00 AM – 12:00 AM', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']","['Monday: Open 24 hours', 'Tuesday: 9:00 AM – 1:00 AM', 'Wednesday: 9:00 AM – 1:00 AM', 'Thursday: 9:00 AM – 12:00 AM', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']"
1842,places/ChIJNXoZhuJFB4gRabj4y3acBns,Justagame Fieldhouse,ChIJNXoZhuJFB4gRabj4y3acBns,(608) 253-6787,+1 608-253-6787,43.62569,-89.776245,http://www.justagamefieldhouse.com/,https://maps.google.com/?cid=8864944950567549033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_complex,false,false,false,false,false,true,true,true,true,false,"Venue, which also features a store on site, for basketball and volleyball tournaments.","",US,en,53965-1566,WI,Wisconsin Dells,[200 La Crosse St],WI,"200 La Crosse St, Wisconsin Dells, WI 53965","200 La Crosse St, Wisconsin Dells",false,false,false,false,false,false,true,"['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']","['Monday: 6:00 AM – 9:00 PM', 'Tuesday: 6:00 AM – 9:00 PM', 'Wednesday: 6:00 AM – 9:00 PM', 'Thursday: 6:00 AM – 9:00 PM', 'Friday: 6:00 AM – 9:00 PM', 'Saturday: 6:00 AM – 9:00 PM', 'Sunday: 6:00 AM – 9:00 PM']"
1843,places/ChIJAX8GDzREB4gRidAHDadVVQ0,Tommy Bartlett Exploratory,ChIJAX8GDzREB4gRidAHDadVVQ0,(608) 254-2525,+1 608-254-2525,43.59547,-89.7931,https://www.ripleys.com/attractions/tommy-bartlett-exploratory,https://maps.google.com/?cid=960768271479984265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,museum,true,false,false,false,false,true,true,false,true,true,"Exhibits, stage shows, and water acts, plus a space shuttle sim ride.",Long-running water-ski & boat show featuring extreme stunts & comedy during the summer.,US,en,53965,WI,Wisconsin Dells,[560 Wisconsin Dells Pkwy],WI,"560 Wisconsin Dells Pkwy, Wisconsin Dells, WI 53965","560 Wisconsin Dells Pkwy, Wisconsin Dells",false,false,false,false,false,false,true,"['Monday: 10:00 AM – 4:00 PM', 'Tuesday: 10:00 AM – 4:00 PM', 'Wednesday: 10:00 AM – 4:00 PM', 'Thursday: 10:00 AM – 4:00 PM', 'Friday: 10:00 AM – 4:00 PM', 'Saturday: 10:00 AM – 4:00 PM', 'Sunday: 10:00 AM – 4:00 PM']","['Monday: 10:00 AM – 4:00 PM', 'Tuesday: 10:00 AM – 4:00 PM', 'Wednesday: 10:00 AM – 4:00 PM', 'Thursday: 10:00 AM – 4:00 PM', 'Friday: 10:00 AM – 4:00 PM', 'Saturday: 10:00 AM – 4:00 PM', 'Sunday: 10:00 AM – 4:00 PM']"
1844,places/ChIJhyBZ1rRIB4gRC8BVKjWOGRs,Woodside Wisconsin Dells Center Dome,ChIJhyBZ1rRIB4gRC8BVKjWOGRs,(608) 316-1556,+1 608-316-1556,43.653316,-89.7746,https://www.woodsidesports.com/facilities/dells-dome/,https://maps.google.com/?cid=1952748272436494347&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,sports_complex,false,false,false,false,false,false,true,false,true,false,"Indoor sports venue (volleyball, softball, baseball, wrestling, darts) featuring tournaments.","",US,en,53965,WI,Wisconsin Dells,[2100 River Rd],WI,"2100 River Rd, Wisconsin Dells, WI 53965","2100 River Rd, Wisconsin Dells",false,false,false,false,false,false,true,"['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 9:00 AM – 5:00 PM']","['Monday: 9:00 AM – 5:00 PM', 'Tuesday: 9:00 AM – 5:00 PM', 'Wednesday: 9:00 AM – 5:00 PM', 'Thursday: 9:00 AM – 5:00 PM', 'Friday: 9:00 AM – 5:00 PM', 'Saturday: 9:00 AM – 5:00 PM', 'Sunday: 9:00 AM – 5:00 PM']"
1845,places/ChIJ7QmgMAAhiocRq7N5VgqtCuY,Blue Wing Wildlife Management Area,ChIJ7QmgMAAhiocRq7N5VgqtCuY,"","",44.46071,-96.341995,https://www.dnr.state.mn.us/wmas/detail_report.html?id=WMA0055700,https://maps.google.com/?cid=16576251638402626475&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,nature_preserve,false,false,false,false,false,false,false,false,false,false,"","",US,en,56142,MN,Ivanhoe,[Co Rd 4],MN,"Co Rd 4, Ivanhoe, MN 56142","Blue Wing State Wildlife Management Area, Co Rd 4, Ivanhoe",false,false,false,false,false,false,true,[],[]
1846,places/ChIJ93NfaMSKiYcRlHTDdujlLWk,Lake Hendricks Campground,ChIJ93NfaMSKiYcRlHTDdujlLWk,(507) 275-3192,+1 507-275-3192,44.506447,-96.436264,https://hendricksmn.net/campground/,https://maps.google.com/?cid=7578966534522107028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,campground,false,true,false,false,false,false,false,false,true,false,"","",US,en,56136,MN,Hendricks,[Co Rd 132],MN,"Co Rd 132, Hendricks, MN 56136","Co Rd 132, Hendricks",false,false,false,false,false,false,true,[],[]
1847,places/ChIJrco2M2CiiYcR21m2zga4ET8,McCrory Gardens,ChIJrco2M2CiiYcR21m2zga4ET8,(605) 688-6707,+1 605-688-6707,44.315174,-96.77057,https://www.sdstate.edu/mccrory-gardens,https://maps.google.com/?cid=4544615838370912731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,botanical_garden,true,false,false,false,false,true,false,false,true,false,"Botanical garden with picnic facilities, a public restroom, and events.",Sprawling South Dakota State University gardens & arboretum with a variety of plants & activities.,US,en,57007,SD,Brookings,[631 22nd Ave],SD,"631 22nd Ave, Brookings, SD 57007","631 22nd Ave, Brookings",false,false,false,false,false,false,true,"['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']","['Monday: 10:00 AM – 5:00 PM', 'Tuesday: 10:00 AM – 5:00 PM', 'Wednesday: 10:00 AM – 5:00 PM', 'Thursday: 10:00 AM – 5:00 PM', 'Friday: 10:00 AM – 5:00 PM', 'Saturday: Closed', 'Sunday: Closed']"
1848,places/ChIJS6r_SB0FiocRKC9E2B3N7X4,Lake Sylvan,ChIJS6r_SB0FiocRKC9E2B3N7X4,"","",44.705795,-96.27893,"",https://maps.google.com/?cid=9146191946325438248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"",lake,false,false,false,false,false,false,false,false,false,false,"","","","","","","",[],"","Lake Sylvan, Canby, MN 56220",Canby,false,false,false,false,false,false,true,[],[]
